HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.KeyTerm,Input.Sentence,Input.System1,Input.System2,Input.Reverse,Input.SentenceNumber,Input.text1,Input.text2,Answer.Compare Quality of System Output.label,Answer.utterance,Approve,Reject
3H1C3QRA01PZCJ4285XVCY3LG7RCE1,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3K772S5NP9HSGBCBKZGXC9WP3YBEHD,A746183X8258H,Submitted,Sun Feb 24 16:18:12 PST 2019,Sun Feb 24 16:18:48 PST 2019,Wed Feb 27 16:18:48 PST 2019,,,,36,0% (0/0),0% (0/0),0% (0/0),fiberglass,Fiberglass -lrb- us -rrb- or fibreglass -lrb- uk -rrb- is a common type of fiber-reinforced plastic using glass fiber .,"Relation: is, Related to: a common type of fiber - reinforced plastic using glass fiber","Relation: is a, Related to: -rrb- or fibreglass -lrb- uk -rrb-<br/>Relation: is a, Related to: a common type of fiber-reinforced plastic using glass fiber",1,1,,,3 - Cannot tell: Both are equally good/bad,both defines same point,,
3H1C3QRA01PZCJ4285XVCY3LG7RCE1,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3KYQYYSHYWDXGMKYSH03Q0B5F8MODG,A19YRGJXNK347A,Submitted,Sun Feb 24 16:08:15 PST 2019,Sun Feb 24 16:08:39 PST 2019,Wed Feb 27 16:08:39 PST 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),fiberglass,Fiberglass -lrb- us -rrb- or fibreglass -lrb- uk -rrb- is a common type of fiber-reinforced plastic using glass fiber .,"Relation: is, Related to: a common type of fiber - reinforced plastic using glass fiber","Relation: is a, Related to: -rrb- or fibreglass -lrb- uk -rrb-<br/>Relation: is a, Related to: a common type of fiber-reinforced plastic using glass fiber",1,1,,,1 - System 1,less cluttered,,
3H1C3QRA01PZCJ4285XVCY3LG7RCE1,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3YWRV122CT5GCW847V1W3EPTM3F8U9,A2SM5HTRU7G55L,Submitted,Sun Feb 24 16:15:33 PST 2019,Sun Feb 24 16:17:00 PST 2019,Wed Feb 27 16:17:00 PST 2019,,,,87,0% (0/0),0% (0/0),0% (0/0),fiberglass,Fiberglass -lrb- us -rrb- or fibreglass -lrb- uk -rrb- is a common type of fiber-reinforced plastic using glass fiber .,"Relation: is, Related to: a common type of fiber - reinforced plastic using glass fiber","Relation: is a, Related to: -rrb- or fibreglass -lrb- uk -rrb-<br/>Relation: is a, Related to: a common type of fiber-reinforced plastic using glass fiber",1,1,,,2 - System 2,It contains more information than the first one,,
3NSCTNUR2ZTBNLEBDQ81297K3B7A5W,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,379J5II41PMU27V1BKVV41PWKFJELJ,A19YRGJXNK347A,Submitted,Sun Feb 24 16:12:32 PST 2019,Sun Feb 24 16:12:55 PST 2019,Wed Feb 27 16:12:55 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),east,"== etymology == the word east comes from middle english est , from old english ast , which itself comes from the proto-germanic * aus-to - or * austra - `` east , toward the sunrise '' , from proto-indo-european * aus - `` to shine , '' or `` dawn '' .","Relation: is defined as, Related to: etymology word east comes from middle english est , from old english ast , which itself comes from the proto-germanic * aus-to - or * austra - `` east , toward the sunrise '' , from proto-indo-european * aus - `` , '' or `` dawn ''","Relation: comes, Related to: from middle english est",0,3,,,1 - System 1,more complete,,
3NSCTNUR2ZTBNLEBDQ81297K3B7A5W,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3PMBY0YE289K47AEQWMA94YYZ9R9CQ,A3APKUC67F9IMW,Submitted,Sun Feb 24 16:22:33 PST 2019,Sun Feb 24 16:24:57 PST 2019,Wed Feb 27 16:24:57 PST 2019,,,,144,0% (0/0),0% (0/0),0% (0/0),east,"== etymology == the word east comes from middle english est , from old english ast , which itself comes from the proto-germanic * aus-to - or * austra - `` east , toward the sunrise '' , from proto-indo-european * aus - `` to shine , '' or `` dawn '' .","Relation: is defined as, Related to: etymology word east comes from middle english est , from old english ast , which itself comes from the proto-germanic * aus-to - or * austra - `` east , toward the sunrise '' , from proto-indo-european * aus - `` , '' or `` dawn ''","Relation: comes, Related to: from middle english est",0,3,,,1 - System 1,System 1 contains more content that's important to define the target term.,,
3NSCTNUR2ZTBNLEBDQ81297K3B7A5W,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3YDTZAI2WYMZKYU4T41ZB04R9KG14Q,A746183X8258H,Submitted,Sun Feb 24 15:52:48 PST 2019,Sun Feb 24 15:53:26 PST 2019,Wed Feb 27 15:53:26 PST 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),east,"== etymology == the word east comes from middle english est , from old english ast , which itself comes from the proto-germanic * aus-to - or * austra - `` east , toward the sunrise '' , from proto-indo-european * aus - `` to shine , '' or `` dawn '' .","Relation: is defined as, Related to: etymology word east comes from middle english est , from old english ast , which itself comes from the proto-germanic * aus-to - or * austra - `` east , toward the sunrise '' , from proto-indo-european * aus - `` , '' or `` dawn ''","Relation: comes, Related to: from middle english est",0,3,,,1 - System 1,system 1 brifely defined,,
3LEG2HW4UFTEKFCW6NSVI3FZGHTF2D,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,35DR22AR5EQMS3WT0JHNW4GM0Z5X3Z,AWKXNVQD12EHT,Submitted,Sun Feb 24 16:24:51 PST 2019,Sun Feb 24 16:25:29 PST 2019,Wed Feb 27 16:25:29 PST 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),coastal,"Both the terms coast and coastal are often used to describe a geographic location or region ; for example , new zealand 's west coast , or the east and west coasts of the united states .","Relation: are, Related to: to describe a geographic location or region<br/>Relation: used, Related to: to describe a geographic location or region<br/>Relation: describe, Related to: a geographic location or region","Relation: is a, Related to: terms<br/>Relation: is a, Related to: often describe a geographic location or region ; for example , new zealand 's west coast , or the east and west coasts of the united states",1,4,,,3 - Cannot tell: Both are equally good/bad,they both explain the same thing.,,
3LEG2HW4UFTEKFCW6NSVI3FZGHTF2D,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,37XITHEISXFQ8760KDMW0PYS5VURCS,A19YRGJXNK347A,Submitted,Sun Feb 24 16:08:40 PST 2019,Sun Feb 24 16:09:21 PST 2019,Wed Feb 27 16:09:21 PST 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),coastal,"Both the terms coast and coastal are often used to describe a geographic location or region ; for example , new zealand 's west coast , or the east and west coasts of the united states .","Relation: are, Related to: to describe a geographic location or region<br/>Relation: used, Related to: to describe a geographic location or region<br/>Relation: describe, Related to: a geographic location or region","Relation: is a, Related to: terms<br/>Relation: is a, Related to: often describe a geographic location or region ; for example , new zealand 's west coast , or the east and west coasts of the united states",1,4,,,2 - System 2,less cluttered,,
3LEG2HW4UFTEKFCW6NSVI3FZGHTF2D,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,38BQUHLA9X60KGQB5AZ69QYZOMFMOX,A746183X8258H,Submitted,Sun Feb 24 16:14:05 PST 2019,Sun Feb 24 16:15:11 PST 2019,Wed Feb 27 16:15:11 PST 2019,,,,66,0% (0/0),0% (0/0),0% (0/0),coastal,"Both the terms coast and coastal are often used to describe a geographic location or region ; for example , new zealand 's west coast , or the east and west coasts of the united states .","Relation: are, Related to: to describe a geographic location or region<br/>Relation: used, Related to: to describe a geographic location or region<br/>Relation: describe, Related to: a geographic location or region","Relation: is a, Related to: terms<br/>Relation: is a, Related to: often describe a geographic location or region ; for example , new zealand 's west coast , or the east and west coasts of the united states",1,4,,,2 - System 2,system 2 show more details,,
3RKHNXPHGW2YKDDCQITY4Z2W74TUKC,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,33L7PJKHCH41CJTF7QBMYI3R3P78TH,A2RPSSZR3RP51Z,Submitted,Sun Feb 24 16:11:58 PST 2019,Sun Feb 24 16:12:31 PST 2019,Wed Feb 27 16:12:31 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),ferrous,"In chemistry , ferrous -lrb- fe2 + -rrb- , indicates a divalent iron compound -lrb- +2 oxidation state -rrb- , as opposed to ferric , which indicates a trivalent iron compound -lrb- +3 oxidation state -rrb- .","Relation: is defined as, Related to: In chemistry compound<br/>Relation: is a, Related to: fe2<br/>Relation: is a, Related to: a divalent iron compound -lrb- +2 oxidation state -rrb- , as opposed to ferric , which indicates a trivalent iron<br/>Relation: is part of, Related to: -lrb- oxidation state -rrb-","Relation: indicates, Related to: a divalent iron compound -lrb- + 2 oxidation state -rrb-",0,1,,,2 - System 2,NICE,,
3RKHNXPHGW2YKDDCQITY4Z2W74TUKC,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3FE7TXL1LJTDYOZYA58QJMF1XIF2QT,A5AJ3WOPKFLH4,Submitted,Sun Feb 24 16:05:43 PST 2019,Sun Feb 24 16:06:20 PST 2019,Wed Feb 27 16:06:20 PST 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),ferrous,"In chemistry , ferrous -lrb- fe2 + -rrb- , indicates a divalent iron compound -lrb- +2 oxidation state -rrb- , as opposed to ferric , which indicates a trivalent iron compound -lrb- +3 oxidation state -rrb- .","Relation: is defined as, Related to: In chemistry compound<br/>Relation: is a, Related to: fe2<br/>Relation: is a, Related to: a divalent iron compound -lrb- +2 oxidation state -rrb- , as opposed to ferric , which indicates a trivalent iron<br/>Relation: is part of, Related to: -lrb- oxidation state -rrb-","Relation: indicates, Related to: a divalent iron compound -lrb- + 2 oxidation state -rrb-",0,1,,,1 - System 1,seems more detailesd,,
3RKHNXPHGW2YKDDCQITY4Z2W74TUKC,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3OS46CRSLG5TLXEGJ6E3FMVLUFW6V8,A19YRGJXNK347A,Submitted,Sun Feb 24 16:07:43 PST 2019,Sun Feb 24 16:08:15 PST 2019,Wed Feb 27 16:08:15 PST 2019,,,,32,0% (0/0),0% (0/0),0% (0/0),ferrous,"In chemistry , ferrous -lrb- fe2 + -rrb- , indicates a divalent iron compound -lrb- +2 oxidation state -rrb- , as opposed to ferric , which indicates a trivalent iron compound -lrb- +3 oxidation state -rrb- .","Relation: is defined as, Related to: In chemistry compound<br/>Relation: is a, Related to: fe2<br/>Relation: is a, Related to: a divalent iron compound -lrb- +2 oxidation state -rrb- , as opposed to ferric , which indicates a trivalent iron<br/>Relation: is part of, Related to: -lrb- oxidation state -rrb-","Relation: indicates, Related to: a divalent iron compound -lrb- + 2 oxidation state -rrb-",0,1,,,2 - System 2,less cluttered,,
3ODOP6T3ASQ4MZF7M6WCRZI8RRK24C,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3T111IHZ5FWOA9ZX8TC5YZXKZASR9C,A746183X8258H,Submitted,Sun Feb 24 16:13:31 PST 2019,Sun Feb 24 16:14:04 PST 2019,Wed Feb 27 16:14:04 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),vacuum,An approximation to such vacuum is a region with a gaseous pressure much less than atmospheric pressure .,"Relation: is, Related to: a region with a gaseous pressure much less than atmospheric pressure","Relation: is a, Related to: a region with a gaseous pressure much less than atmospheric pressure",1,3,,,3 - Cannot tell: Both are equally good/bad,both are same,,
3ODOP6T3ASQ4MZF7M6WCRZI8RRK24C,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3V5Q80FXIYXLRNTWCUWU6EMQNQZ32P,A2TZAXWOB3JMNV,Submitted,Sun Feb 24 15:56:09 PST 2019,Sun Feb 24 15:59:12 PST 2019,Wed Feb 27 15:59:12 PST 2019,,,,183,0% (0/0),0% (0/0),0% (0/0),vacuum,An approximation to such vacuum is a region with a gaseous pressure much less than atmospheric pressure .,"Relation: is, Related to: a region with a gaseous pressure much less than atmospheric pressure","Relation: is a, Related to: a region with a gaseous pressure much less than atmospheric pressure",1,3,,,3 - Cannot tell: Both are equally good/bad,They are exactly the same.,,
3ODOP6T3ASQ4MZF7M6WCRZI8RRK24C,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3VE8AYVF8N3RTEBEC66XHEOQCG08FA,A19YRGJXNK347A,Submitted,Sun Feb 24 16:15:08 PST 2019,Sun Feb 24 16:15:34 PST 2019,Wed Feb 27 16:15:34 PST 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),vacuum,An approximation to such vacuum is a region with a gaseous pressure much less than atmospheric pressure .,"Relation: is, Related to: a region with a gaseous pressure much less than atmospheric pressure","Relation: is a, Related to: a region with a gaseous pressure much less than atmospheric pressure",1,3,,,3 - Cannot tell: Both are equally good/bad,choices are almost identical,,
322ZSN9Z5GQY6Y9K5LG8SMRYR4X4T6,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3FTOP5WARGUPGRS70SK33XA0MP20JF,A294UCHXS5Z86L,Submitted,Sun Feb 24 16:01:28 PST 2019,Sun Feb 24 16:02:57 PST 2019,Wed Feb 27 16:02:57 PST 2019,,,,89,0% (0/0),0% (0/0),0% (0/0),helmet,Ceremonial or symbolic helmets -lrb- e.g. uk policeman 's helmet -rrb- without protective function are sometimes worn .,"Relation: are, Related to: sometimes","Relation: is a, Related to: or symbolic helmets -lrb- e.g. uk worn",1,3,,,3 - Cannot tell: Both are equally good/bad,Both refer to the same options of terms,,
322ZSN9Z5GQY6Y9K5LG8SMRYR4X4T6,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3L6L49WXW13Y8GVNUR3BEQH8L0L54C,A19YRGJXNK347A,Submitted,Sun Feb 24 15:51:58 PST 2019,Sun Feb 24 15:52:43 PST 2019,Wed Feb 27 15:52:43 PST 2019,,,,45,0% (0/0),0% (0/0),0% (0/0),helmet,Ceremonial or symbolic helmets -lrb- e.g. uk policeman 's helmet -rrb- without protective function are sometimes worn .,"Relation: are, Related to: sometimes","Relation: is a, Related to: or symbolic helmets -lrb- e.g. uk worn",1,3,,,3 - Cannot tell: Both are equally good/bad,neither is complete,,
322ZSN9Z5GQY6Y9K5LG8SMRYR4X4T6,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3NOKK93PR2EGW1L9UY8RR6ZCBIIEEW,A746183X8258H,Submitted,Sun Feb 24 16:12:18 PST 2019,Sun Feb 24 16:13:30 PST 2019,Wed Feb 27 16:13:30 PST 2019,,,,72,0% (0/0),0% (0/0),0% (0/0),helmet,Ceremonial or symbolic helmets -lrb- e.g. uk policeman 's helmet -rrb- without protective function are sometimes worn .,"Relation: are, Related to: sometimes","Relation: is a, Related to: or symbolic helmets -lrb- e.g. uk worn",1,3,,,1 - System 1,"system 1 answer doesn ""nt rel;ated",,
371Q3BEXDHFDUVKU1E18CD8LQGLZSN,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,37ZHEEHM6XSSDOQ2I6DP253YY6O378,A19YRGJXNK347A,Submitted,Sun Feb 24 16:11:43 PST 2019,Sun Feb 24 16:12:31 PST 2019,Wed Feb 27 16:12:31 PST 2019,,,,48,0% (0/0),0% (0/0),0% (0/0),sucrose,"Sucrose is produced naturally in plants , from which table sugar is refined .","Relation: is, Related to: produced<br/>Relation: produced, Related to: in plants","Relation: is a, Related to: produced naturally<br/>Relation: has the property, Related to: in plants , from which table<br/>Relation: has the property, Related to: refined",1,3,,,3 - Cannot tell: Both are equally good/bad,both are incomplete,,
371Q3BEXDHFDUVKU1E18CD8LQGLZSN,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3CPLWGV3MP53VB75FMVOPFSAYD69N9,A39XF45WLMIGX2,Submitted,Sun Feb 24 16:26:58 PST 2019,Sun Feb 24 16:27:48 PST 2019,Wed Feb 27 16:27:48 PST 2019,,,,50,0% (0/0),0% (0/0),0% (0/0),sucrose,"Sucrose is produced naturally in plants , from which table sugar is refined .","Relation: is, Related to: produced<br/>Relation: produced, Related to: in plants","Relation: is a, Related to: produced naturally<br/>Relation: has the property, Related to: in plants , from which table<br/>Relation: has the property, Related to: refined",1,3,,,2 - System 2,More in depth,,
