HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.KeyTerm,Input.Sentence,Input.System1,Input.System2,Input.Reverse,Input.SentenceNumber,Input.text1,Input.text2,Answer.Compare Quality of System Output.label,Answer.utterance,Approve,Reject
371Q3BEXDHFDUVKU1E18CD8LQGLZSN,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3WJEQKOXA98EMNAL25BQO3QR1UH1A6,A746183X8258H,Submitted,Sun Feb 24 16:15:44 PST 2019,Sun Feb 24 16:16:09 PST 2019,Wed Feb 27 16:16:09 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),sucrose,"Sucrose is produced naturally in plants , from which table sugar is refined .","Relation: is, Related to: produced<br/>Relation: produced, Related to: in plants","Relation: is a, Related to: produced naturally<br/>Relation: has the property, Related to: in plants , from which table<br/>Relation: has the property, Related to: refined",1,3,,,2 - System 2,system 2 shoe more details,,
3G57RS03HHBMIIJ70BFMWROMRNF25H,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3RKNTXVS3N4VEM74PNUSM1XUDEQ4AL,A2RPSSZR3RP51Z,Submitted,Sun Feb 24 16:12:52 PST 2019,Sun Feb 24 16:13:42 PST 2019,Wed Feb 27 16:13:42 PST 2019,,,,50,0% (0/0),0% (0/0),0% (0/0),pizza,"In formal settings , like a restaurant , pizza is eaten with knife and fork , but in casual settings it is cut into wedges to be eaten while held in the hand .","Relation: is used for, Related to: In<br/>Relation: has the property, Related to: formal<br/>Relation: has the property, Related to: eaten with knife and fork , into wedges to be eaten while held in the hand<br/>Relation: is defined as, Related to: but in casual<br/>Relation: is a, Related to: cut","Relation: is, Related to: eaten<br/>Relation: eaten, Related to: with knife and fork",0,2,,,2 - System 2,NICE,,
3G57RS03HHBMIIJ70BFMWROMRNF25H,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3W2LOLRXLCL8R5IOCQ3UO8B0A43KRY,A19YRGJXNK347A,Submitted,Sun Feb 24 16:10:46 PST 2019,Sun Feb 24 16:11:17 PST 2019,Wed Feb 27 16:11:17 PST 2019,,,,31,0% (0/0),0% (0/0),0% (0/0),pizza,"In formal settings , like a restaurant , pizza is eaten with knife and fork , but in casual settings it is cut into wedges to be eaten while held in the hand .","Relation: is used for, Related to: In<br/>Relation: has the property, Related to: formal<br/>Relation: has the property, Related to: eaten with knife and fork , into wedges to be eaten while held in the hand<br/>Relation: is defined as, Related to: but in casual<br/>Relation: is a, Related to: cut","Relation: is, Related to: eaten<br/>Relation: eaten, Related to: with knife and fork",0,2,,,1 - System 1,more complete,,
3G57RS03HHBMIIJ70BFMWROMRNF25H,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3ZQIG0FLQFMRFCTMAOR7DGUYIHPVWY,A39XF45WLMIGX2,Submitted,Sun Feb 24 16:11:00 PST 2019,Sun Feb 24 16:11:38 PST 2019,Wed Feb 27 16:11:38 PST 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),pizza,"In formal settings , like a restaurant , pizza is eaten with knife and fork , but in casual settings it is cut into wedges to be eaten while held in the hand .","Relation: is used for, Related to: In<br/>Relation: has the property, Related to: formal<br/>Relation: has the property, Related to: eaten with knife and fork , into wedges to be eaten while held in the hand<br/>Relation: is defined as, Related to: but in casual<br/>Relation: is a, Related to: cut","Relation: is, Related to: eaten<br/>Relation: eaten, Related to: with knife and fork",0,2,,,2 - System 2,It's more to the point,,
3FBEFUUYRKB76PEPI9I6UFLKZ6IA6C,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3E4GGUZ1T9XRNL13X0OTN03SYCP2K3,A19YRGJXNK347A,Submitted,Sun Feb 24 16:14:37 PST 2019,Sun Feb 24 16:15:08 PST 2019,Wed Feb 27 16:15:08 PST 2019,,,,31,0% (0/0),0% (0/0),0% (0/0),hemp,"It can be refined into a variety of commercial items including paper , textiles , clothing , biodegradable plastics , paint , insulation , biofuel , food , and animal feed.although cannabis as a drug and industrial hemp both derive from the species cannabis sativa and contain the psychoactive component tetrahydrocannabinol -lrb- thc -rrb- , they are distinct strains with unique phytochemical compositions and uses .","Relation: has the property, Related to: refined into a variety of commercial items including paper<br/>Relation: is defined as, Related to: clothing , biodegradable plastics , paint , insulation , biofuel , food , and animal feed.although cannabis as a drug and industrial hemp both derive from the species cannabis sativa and contain the psychoactive component tetrahydrocannabinol -lrb- thc strains unique phytochemical compositions and uses<br/>Relation: is a, Related to: distinct with","Relation: derive, Related to: from the species cannabis sativa",0,3,,,1 - System 1,more complete,,
3FBEFUUYRKB76PEPI9I6UFLKZ6IA6C,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3QY7M81QH8SY9MY93C5OJRK09S7K7X,A10CYIL141IBZT,Submitted,Sun Feb 24 15:59:52 PST 2019,Sun Feb 24 16:00:43 PST 2019,Wed Feb 27 16:00:43 PST 2019,,,,51,0% (0/0),0% (0/0),0% (0/0),hemp,"It can be refined into a variety of commercial items including paper , textiles , clothing , biodegradable plastics , paint , insulation , biofuel , food , and animal feed.although cannabis as a drug and industrial hemp both derive from the species cannabis sativa and contain the psychoactive component tetrahydrocannabinol -lrb- thc -rrb- , they are distinct strains with unique phytochemical compositions and uses .","Relation: has the property, Related to: refined into a variety of commercial items including paper<br/>Relation: is defined as, Related to: clothing , biodegradable plastics , paint , insulation , biofuel , food , and animal feed.although cannabis as a drug and industrial hemp both derive from the species cannabis sativa and contain the psychoactive component tetrahydrocannabinol -lrb- thc strains unique phytochemical compositions and uses<br/>Relation: is a, Related to: distinct with","Relation: derive, Related to: from the species cannabis sativa",0,3,,,1 - System 1,"More of an explanation, and hemp can relate to all of them on system one, which has multiple",,
3FBEFUUYRKB76PEPI9I6UFLKZ6IA6C,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3R6BYFZZP8IH8FCMKEIPXD5J3P9XF7,A746183X8258H,Submitted,Sun Feb 24 16:19:09 PST 2019,Sun Feb 24 16:19:46 PST 2019,Wed Feb 27 16:19:46 PST 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),hemp,"It can be refined into a variety of commercial items including paper , textiles , clothing , biodegradable plastics , paint , insulation , biofuel , food , and animal feed.although cannabis as a drug and industrial hemp both derive from the species cannabis sativa and contain the psychoactive component tetrahydrocannabinol -lrb- thc -rrb- , they are distinct strains with unique phytochemical compositions and uses .","Relation: has the property, Related to: refined into a variety of commercial items including paper<br/>Relation: is defined as, Related to: clothing , biodegradable plastics , paint , insulation , biofuel , food , and animal feed.although cannabis as a drug and industrial hemp both derive from the species cannabis sativa and contain the psychoactive component tetrahydrocannabinol -lrb- thc strains unique phytochemical compositions and uses<br/>Relation: is a, Related to: distinct with","Relation: derive, Related to: from the species cannabis sativa",0,3,,,1 - System 1,system1 defined more points and it is detailed,,
3538U0YQ1F035X8FAN601DKRMVTF3O,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3HFNH7HEMIK3DI759KTFLQ9271MGQS,A746183X8258H,Submitted,Sun Feb 24 16:17:32 PST 2019,Sun Feb 24 16:18:12 PST 2019,Wed Feb 27 16:18:12 PST 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),eskimo,"Eskimo -lrb- ess-kih-moh -rrb- or eskimos are the indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples known as `` eskimo '' are : -lrb- 1 -rrb- the alaskan iupiat peoples , greenlandic inuit , and the mass-grouping inuit peoples of canada , and -lrb- 2 -rrb- the yupik of eastern siberia and alaska .","Relation: is defined as, Related to: indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples known alaskan iupiat peoples , greenlandic inuit , and mass-grouping inuit peoples canada , and -lrb- 2 -rrb- yupik of eastern siberia and alaska<br/>Relation: is a, Related to: -lrb- 1 -rrb- the","Relation: are, Related to: the indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples<br/>Relation: are, Related to: : -lrb- 1 -rrb- the alaskan iupiat peoples , greenlandic inuit , and the mass - grouping inuit peoples of canada , and -lrb- 2",0,1,,,3 - Cannot tell: Both are equally good/bad,both show same details,,
3538U0YQ1F035X8FAN601DKRMVTF3O,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3RYC5T2D74Z92WF4PI82KPXZ4EERPB,A10CYIL141IBZT,Submitted,Sun Feb 24 16:35:26 PST 2019,Sun Feb 24 16:36:00 PST 2019,Wed Feb 27 16:36:00 PST 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),eskimo,"Eskimo -lrb- ess-kih-moh -rrb- or eskimos are the indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples known as `` eskimo '' are : -lrb- 1 -rrb- the alaskan iupiat peoples , greenlandic inuit , and the mass-grouping inuit peoples of canada , and -lrb- 2 -rrb- the yupik of eastern siberia and alaska .","Relation: is defined as, Related to: indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples known alaskan iupiat peoples , greenlandic inuit , and mass-grouping inuit peoples canada , and -lrb- 2 -rrb- yupik of eastern siberia and alaska<br/>Relation: is a, Related to: -lrb- 1 -rrb- the","Relation: are, Related to: the indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples<br/>Relation: are, Related to: : -lrb- 1 -rrb- the alaskan iupiat peoples , greenlandic inuit , and the mass - grouping inuit peoples of canada , and -lrb- 2",0,1,,,1 - System 1,more information,,
3538U0YQ1F035X8FAN601DKRMVTF3O,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3VHHR074H4N9TSGROCHPYRXFYSFL74,A19YRGJXNK347A,Submitted,Sun Feb 24 16:13:58 PST 2019,Sun Feb 24 16:14:36 PST 2019,Wed Feb 27 16:14:36 PST 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),eskimo,"Eskimo -lrb- ess-kih-moh -rrb- or eskimos are the indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples known as `` eskimo '' are : -lrb- 1 -rrb- the alaskan iupiat peoples , greenlandic inuit , and the mass-grouping inuit peoples of canada , and -lrb- 2 -rrb- the yupik of eastern siberia and alaska .","Relation: is defined as, Related to: indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples known alaskan iupiat peoples , greenlandic inuit , and mass-grouping inuit peoples canada , and -lrb- 2 -rrb- yupik of eastern siberia and alaska<br/>Relation: is a, Related to: -lrb- 1 -rrb- the","Relation: are, Related to: the indigenous peoples who have traditionally inhabited the northern circumpolar region from eastern siberia -lrb- russia -rrb- to across alaska -lrb- of the united states -rrb- , canada , and greenland.the two main peoples<br/>Relation: are, Related to: : -lrb- 1 -rrb- the alaskan iupiat peoples , greenlandic inuit , and the mass - grouping inuit peoples of canada , and -lrb- 2",0,1,,,1 - System 1,more complete,,
38O9DZ0A62TI1MJL5UPROX2MNIQ26X,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3F1567XTNXBOY8KXVEN5T9NF3OP9QS,A19YRGJXNK347A,Submitted,Sun Feb 24 16:09:39 PST 2019,Sun Feb 24 16:10:07 PST 2019,Wed Feb 27 16:10:07 PST 2019,,,,28,0% (0/0),0% (0/0),0% (0/0),ammunition,"Ammunition is both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons that create the effect on a target -lrb- e.g. , bullets and warheads -rrb- .","Relation: is, Related to: both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons","Relation: is a, Related to: both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons that create the effect<br/>Relation: causes, Related to: on , bullets and warheads -rrb-<br/>Relation: is defined as, Related to: a target -lrb- e.g.",1,2,,,1 - System 1,less cluttered,,
38O9DZ0A62TI1MJL5UPROX2MNIQ26X,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3MAOD8E57RGTW7P3I2125IES5GQNXZ,A746183X8258H,Submitted,Sun Feb 24 15:53:27 PST 2019,Sun Feb 24 15:54:01 PST 2019,Wed Feb 27 15:54:01 PST 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),ammunition,"Ammunition is both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons that create the effect on a target -lrb- e.g. , bullets and warheads -rrb- .","Relation: is, Related to: both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons","Relation: is a, Related to: both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons that create the effect<br/>Relation: causes, Related to: on , bullets and warheads -rrb-<br/>Relation: is defined as, Related to: a target -lrb- e.g.",1,2,,,2 - System 2,system two show more details,,
38O9DZ0A62TI1MJL5UPROX2MNIQ26X,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3PXX5PX6LY4FZLSD424FUF30N63ABT,A1CP4HLV04V5H6,Submitted,Sun Feb 24 15:55:39 PST 2019,Sun Feb 24 15:58:24 PST 2019,Wed Feb 27 15:58:24 PST 2019,,,,165,0% (0/0),0% (0/0),0% (0/0),ammunition,"Ammunition is both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons that create the effect on a target -lrb- e.g. , bullets and warheads -rrb- .","Relation: is, Related to: both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons","Relation: is a, Related to: both expendable weapons -lrb- e.g. , bombs , missiles , grenades , land mines -rrb- and the component parts of other weapons that create the effect<br/>Relation: causes, Related to: on , bullets and warheads -rrb-<br/>Relation: is defined as, Related to: a target -lrb- e.g.",1,2,,,3 - Cannot tell: Both are equally good/bad,it relates that,,
3ZXV7Q5FJBURIX4Y3GH1UGOLS86CFJ,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3BEFOD78W7ZWGNGTMQKXVSSU7VG4M6,A746183X8258H,Submitted,Sun Feb 24 16:17:10 PST 2019,Sun Feb 24 16:17:31 PST 2019,Wed Feb 27 16:17:31 PST 2019,,,,21,0% (0/0),0% (0/0),0% (0/0),ammunition,"Ammunition -lrb- informally ammo -rrb- is the material fired , scattered , dropped or detonated from any weapon .","Relation: is defined as, Related to: material fired , scattered , dropped or detonated from any weapon","Relation: is, Related to: the material fired , scattered , dropped or detonated from any weapon",0,1,,,3 - Cannot tell: Both are equally good/bad,both are same,,
3ZXV7Q5FJBURIX4Y3GH1UGOLS86CFJ,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3HUTX6F6VVTADCMIVSGMUHK1IHXO27,A2RPSSZR3RP51Z,Submitted,Sun Feb 24 16:10:59 PST 2019,Sun Feb 24 16:11:30 PST 2019,Wed Feb 27 16:11:30 PST 2019,,,,31,0% (0/0),0% (0/0),0% (0/0),ammunition,"Ammunition -lrb- informally ammo -rrb- is the material fired , scattered , dropped or detonated from any weapon .","Relation: is defined as, Related to: material fired , scattered , dropped or detonated from any weapon","Relation: is, Related to: the material fired , scattered , dropped or detonated from any weapon",0,1,,,2 - System 2,GOOD,,
3ZXV7Q5FJBURIX4Y3GH1UGOLS86CFJ,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3SNLUL3WO5TBR3SN1KA08JBZ638ULB,A19YRGJXNK347A,Submitted,Sun Feb 24 15:51:09 PST 2019,Sun Feb 24 15:51:58 PST 2019,Wed Feb 27 15:51:58 PST 2019,,,,49,0% (0/0),0% (0/0),0% (0/0),ammunition,"Ammunition -lrb- informally ammo -rrb- is the material fired , scattered , dropped or detonated from any weapon .","Relation: is defined as, Related to: material fired , scattered , dropped or detonated from any weapon","Relation: is, Related to: the material fired , scattered , dropped or detonated from any weapon",0,1,,,3 - Cannot tell: Both are equally good/bad,both answers are the same,,
3UV0D2KX1MPONTRJA1BJBICX0VPF49,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 15:50:39 PST 2019,3,BatchId:3543993;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 15:50:39 PST 2019,,,3H8DHMCCWAHEQVZJUP8AJJUWV3CKDS,A19YRGJXNK347A,Submitted,Sun Feb 24 16:10:15 PST 2019,Sun Feb 24 16:10:46 PST 2019,Wed Feb 27 16:10:46 PST 2019,,,,31,0% (0/0),0% (0/0),0% (0/0),javascript,"Javascript -lrb- -rrb- , often abbreviated as js , is a high-level , interpreted programming language that conforms to the ecmascript specification .","Relation: is defined as, Related to: js<br/>Relation: is a, Related to: a high-level , interpreted programming language that conforms to the ecmascript specification","Relation: abbreviated, Related to: as js<br/>Relation: is, Related to: a high - level , interpreted programming language that conforms to the ecmascript specification<br/>Relation: interpreted, Related to: programming language that conforms to the ecmascript specification",0,1,,,1 - System 1,less cluttered,,
